"Missing?","GARDENID","2002 Settlement Decision","Current Name","Address","Fixed Address","Borough","Latitude","Longitude","Zip","Geocode Accuracy","Boro","CB","CD","Neighborhood","CrossStreets","YearFounded","Open_Hours","Approximate area or dimensions of garden (for example, 25 ft. x 100 ft or 2500 sq. ft.):","Garden Website","Languages_Spoken","Membership","NumberOfMembers","Waiting_List","Dues","Description","DescripSource","BeforeTheGarden","Land Jurisdiction","Grows Food","PercentEdible","Used by growers","Donated","Sold","Sold at a Market","OtherFoodUse","Tomato","Onion","Radish","Summer Squash","Winter Squash","Cucumber","Broccoli","Bitter Melon","Beet","Honeydew","Cantaloupe","Sweet Peppers","Jalapeño","Habañero","Cayenne","Turnip","Pumpkin","Carrot","Garlic","Parsnip","Potato","Artichoke","Asparagus","Cabbage","Brussell Sprouts","Cauliflower","Celery","Beans","Eggplant","Peas","Scallion","Hardy Kiwi","Grape","Currant","Elderberry","Blackberry","Gooseberry","Strawberry","Blueberry","Rhubarb","Watermelon","Raspberry","Corn","OtherVeggie","Amaranth","Arugula","Bok Choy","Chard","Collard","Endive","Kale","Lamb's Quarters","Lettuce","Mache","Spinach","Mesclun","Other (please specify)","Peach","Cherry","Apple","Apricot","Nectarine","Mulberry","Plum","Fig","Pear","Crabapple","OtherFruitTree","Basil","Chamomile","Chive","Comfrey","Cilantro","Dill","Echinacea","Epazote","Fennel","Horseradish","Lavender","Lemongrass","Lleva buena","Marjoram","Mint","Oregano","Parsley","Sage","Thyme","OtherHerb","Shade Trees","Ornamental Plantings and Flowers","Botanical Garden","Shrubs","Native Plant Garden","Water Garden","OtherNonEdible","CurrentCompost","PastCompost","FutureCompost","CompostNotes","CompostGardenMembersOnly","CompostGardenMembers & neighborhood residents","CompostPublic","CompostParticipationNotes","Toolshed","Greenhouse or Hoop House","Chicken Coop","Seating Area","Gazebo/Casita","Educational Signs","Raised Beds","Rainwater Catchment System","Pathways","Grill","Playground","Mural","Table(s)","Sculpture(s)","Stage","CompostingToilet","OtherStructures","Fence","OtherFence","Pond","Water Pump","Fish","Other Aquatic Life","OtherWaterBody","ConstructionNotes","Workshops","Arts & Crafts","Movies","Picnics","Performance","Educational Events","Barbecues","Concerts","Sports","Religious Activities","Private Events","Farmers' Markets","NoEvents","OtherEvents","CanRent","Members only (no non-members can rent garden)","Members and non-members can rent","Reservation only","Reservation & rental fee","InformalRent","If there is a rental fee, please indicate flat/hourly rate:","PartnersWSchool","Please list any partnering schools:","School garden/plot","School Educational events","School Regular visits by classes","In-school workshops","School Nothing yet, but we would like to","SchoolNotes","PartnersWCommGrp","Comm Garden workshops","Comm Off-site workshops","Comm Educational events","Comm Nothing yet, but we would like to","CommOther","PartnerGroup","HostsVolunteers","RandomNotes"
FALSE,1010,,"Hoyt Street Garden","100 Hoyt Street","100 Hoyt Street","Brooklyn",40.687428,-73.987239,11217,"RANGE_INTERPOLATED",3,2,33,"Boerum Hill","between Atlantic Avenue and Pacific Street",1975,"MTWRF 8am-10am and 5pm-7pm, SSu 4pm-7pm","25' x 50'",,"Creole, English, Spanish","Speak with someone who has a key. Pick up a free key at two local locations.",10,"No","No","It is a community garden with bushes, ivy, flowers, a Redwood tree, a flowering cherry tree, and an oak tree, which has made the Hoyt Street Garden very shady. We have brick pathways, made from bricks that were in the soil when we created the Garden out of a derelict vacant lot. There are four wooden benches. We do not own the land, but have created and maintained the Garden since 1975. We have FREE Stories in the Garden on the eveneings of the last Tuesday in June and all the Tuesdays in July with volunteer neighborhood readers and FREE refreshments for the families that attend and also for anyone walking by. This creates a great sense  of community and connects many people in the neighborhood.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","Private","No","0-25%",,,,,"No food produced.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"None",,,,,,,,,,,,,"None",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"None","Shade Trees","Ornamental Plantings and Flowers",,"Shrubs",,,"hostas, ivy, lilac bush, oak tree (planted by a young girl in 1975)","No",,,"(These buttons did not work.) We have a compost bin that used to be maintained by a person who moved out of state. It is not in working order at the moment, but, hopefully, will be in the future.",,,,"none at the moment",,,,"Seating Area",,,,,"Pathways",,,"Mural",,"Sculpture(s)",,,"In September 2009, we will have an installation of an artist's work--lifesize white deer. Also, we have some donated architectural ornaments (now at the backyard of the president of the Hoyt Street Garden), that we plan to install in the Garden, but we have to make sure that the installation will include strong chains with a heavy weight underground so that the architectural ornaments will not be stolen.","Other (please specify)","Wrought iron fence with brick columns on two sides. A building (Iglesia del Cristo Vivo) is on the south side and a wooden fence on the west side.",,,,,"There is a spigot on the wall of the Iglesia del Cristo Vivo. We have a very long hose, so that we can water the Garden as well as the four street trees nearby.",,,,,,,,,,,,"Private Events",,,"FREE Stories in the Garden in the Summer. Also in December, we decorate the Garden for the Holidays. WE encourage neighbors to use the Garden as a peaceful retreat--a place to read, work on their computers, have an ice cream cone, etc.","Yes",,,,,,"We are open to any suggestions. No fees.","Yes","The local schools all have keys and do use the Garden as a quiet place to observe nature.     PS 261, PS 38, The Sterling School on Pacific Street, the local daycare groups, etc.",,,,,,"See above. There is no specific routine.","No",,,,,"we are open to any suggestions from neighborhood groups.",,"Yes","This questionnaire was VERY long. Good luck with all the data."
FALSE,237,"NYC Dept. of Parks & Recreation Open Space","Hull Street Community Garden","196 Hull Street","196 Hull Street","Brooklyn",40.679989,-73.907616,11233,"Fixed by Eric",3,16,37,"Ocean-Hill Brownsville","Mother Gaston Blvd. and Broadway",1991,,"14,000 sq. ft.",,"English, Spanish","Call the phone number on our sign, attend garden meetings, ",2,"No","Yes","This garden has a gazebo, a tool and storage sheds, a grape arbor, and a water plants pond. Area for vegetables and strawberry plots, 2 plots for flowers included.  Front garden and a central area for flowers. Fruit trees in various locations. Evergreen trees, lily pond, tools and storage sheds.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYC Dept. of Parks & Recreation","Yes","26-50%","Used by growers","Donated",,,"Shared with family and friends","Tomato","Onion","Radish","Summer Squash",,"Cucumber","Broccoli",,,,,"Sweet Peppers",,,,"Turnip",,"Carrot","Garlic",,"Potato",,,"Cabbage","Brussell Sprouts","Cauliflower","Celery","Beans","Eggplant",,"Scallion",,"Grape",,,,,,"Blueberry",,,"Raspberry","Corn",,,,,"Chard","Collard","Endive","Kale",,"Lettuce",,"Spinach",,,1,1,3,1,1,,,,1,,,"Basil","Chamomile",,,,"Dill","Echinacea",,,,"Lavender",,,,"Mint","Oregano","Parsley","Sage","Thyme",,"Shade Trees","Ornamental Plantings and Flowers",,,,"Water Garden",,"Yes",,,,"Garden members only",,,,"Toolshed",,,"Seating Area","Gazebo/Casita","Educational Signs","Raised Beds",,"Pathways","Grill","Playground","Mural","Table(s)",,,,,"Iron",,"Pond",,,,,,"Workshops","Arts & Crafts",,"Picnics",,"Educational Events","Barbecues",,,,,,,,"Yes",,"Members and non-members",,,,,"No",,,,,,"Nothing yet, but we would like to",,"No",,,,"Nothing yet, but we would like to",,,"Yes","We need to have electricity/solar power for meetings and functions, and to power water garden."
FALSE,1269,"This Garden not included in Settlement","Hull Street Playground","137 Hull St; N. side of Hull St. ;125 ft west of Rockaway Blvd.","137 Hull St","Brooklyn",40.679987,-73.907626,11233,"Fixed by Eric",3,16,41,"Ocean Hill","Rockaway Ave",2005,"10am to 2pm and whenever the gate is open, during summer hours usually open 10:00-6:00 daily","2500 sq. ft.","http://www.nyrp.org/communitygarden","English, Italian, Spanish","Call the phone number on our sign,  sign up on website",15,"No","No","Primarily a children's playground","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYRP","No","0-25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","No","No",,,,,,"Toolshed",,,,,,,,,,"Playground",,"Table(s)",,,,,"Iron",,,,,,,,,,,"Picnics",,"Educational Events","Barbecues",,"Sports",,,,,,"Yes",,"Members and non-members","Reservation only","Reservation & rental fee","Informal",,"Yes","P.S. 73, The Thomas Boyland School",,,"Regular visits by classes",,,,"No",,,,"Nothing yet, but we would like to",,,"Yes",
TRUE,722,"Offer for Preservation","Humacao Community Garden","335 E. 108th Street","335 E. 108th Street","Manhattan",40.791345,-73.939536,10029,"ROOFTOP",1,11,8,"East Harlem",,,"M-F 2:00-6:00pm, Sat-Sun 12:00-6:00pm",,,"Spanish","attend a meeting and speak to contact person",13,"yes","yes","This garden is a fruit and flower garden. This garden brings many children and older people who want to learn or who want to teach others about nature. This is a very friendly garden who have brought peace to this block along with togetherness.","gardener",,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,635,"NYC Dept. of Parks & Recreation Open Space","Human Compass Community Garden","207-209 Columbia Street","207-209 Columbia Street","Brooklyn",40.684809,-74.002459,11231,"ROOFTOP",3,6,39,"Carroll Gardens","Corner of Sackett & Columbia Street",1972,,"30ft x 100ft",,"English, Spanish","Call the phone number on our sign, attend garden meetings, ",1,"No","No","In this small space, the universe can be completely reproduced and rearranged in its entire vastness.�  Derived from ideal proportions devised by the Roman architect and artist Vitruvius (ca. 46-30 B.C.E.), the septagonal man inscribed in both a circle and a square has served as a puzzle and a model to art students and mathematicians over the centuries.  In 1992, a group of young people, many of whom were artists, began a year long cleanup in an undeveloped lot. This was the beginning of a garden made unique and distinguished by its careful planning, varied plantings, and active artistic programming. The name was a spontaneous suggestion early in the process that caught everyone's imagination, and soon came to symbolize the aesthetic goals of the gardening group. The Human Compass Garden, on the corner of Sackett and Columbia Streets in Brooklyn, has continued to grow and develop over the years, attracting the interest and contributions of an ever-growing number of Columbia Street Waterfront District residents.  The enchanting garden made the perfect setting for a series of outdoor art exhibitions showcasing the work of local artists, presented over the summers of 1994 and 1995. In 1996, the garden coordinators introduced the,Art in the Garden��_� program, with the help of grants from the Trust for Public Land and the Brooklyn Arts Council (BACA).,Art in the Garden,��_� an array of weekend classes and workshops in many techniques, continues to delight neighborhood children and their families. The garden has also hosted,Reels on Wheels,��_� a Friday evening film series, and community potluck suppers.  The Human Compass Garden serves as a forum for an active political organization as well. One of four in a neighborhood coalition known as the Columbia Waterfront Gardens, the caretakers of this site work with local community boards and elected officials to protect green space and expand neighborhood activism and arts programming. Columbia Waterfront Gardens coalition is dedicated to making the gardens community assets. Human Compass and its counterparts, the Summit Street Garden, Amazing Garden, and the Backyard, were all created with the aid of GreenThumb, a City-sponsored organization for community gardening. All four were transferred to the protective jurisdiction of Parks in 1998, but they continue to be maintained by their community organizers. Many non-profit organizations, including the Trust for Public Land and the Hudson River Foundation, have offered generous support for the maintenance and improvement of the garden.  Reclaimed red bricks define the shape of the hilly beds on the outer edge of the space. These beds, filled with more than two dozen trees and countless shade plants, encircle a sheltered green refuge. The inner garden has wooden picnic tables, a shed, a wood chip floor, and grills, with benches, fancy chairs, and sculpture tucked into every corner. The sunniest spot holds a rose garden. Gardeners and visitors alike enjoy the harmony and restful atmosphere created by meticulous care and thoughtful planning.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYC Dept. of Parks & Recreation","Yes","0-25%",,,,,"we have an apple tree, grape vine, and Mulberry tree, and anyone in the garden may enjoy the fruit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mint",,,1,,,,,,,,,,,,,,,,,,,,,,,"Mint",,,,,,"Shade Trees","Ornamental Plantings and Flowers",,"Shrubs","Native Plant Garden",,,"Yes",,,"Only leaves and vegetation from the garden, no food stuff is composted","Garden members only",,,,"Toolshed",,,"Seating Area",,"Educational Signs",,,,,,,"Table(s)","Sculpture(s)",,,,"Iron",,,,,,,"existing structures are in good condition","Workshops","Arts & Crafts",,"Picnics",,"Educational Events","Barbecues","Concerts",,,"Private Events",,,,"Yes",,"Members and non-members","Reservation only","Reservation & rental fee",,"$25 dollar donation to the garden","No",,,,,,,,"Yes","Garden workshops",,"Educational events",,,"Greenthumb  Carroll Gardens Association","Yes",
FALSE,5102,,"Infant Jesus Garden","Aberdeen Street between Bushwick and Broadway","Aberdeen Street between Bushwick and Broadway","Brooklyn",40.681704,-73.906016,,"GEOMETRIC_CENTER",3,4,37,,"Broadway",1999,"MTWRFSSu 10am-6pm","2000 sq. ft.","http://www.nyrp.org/communitygarden","Arabic, Chinese, Creole, English, Hindi, Italian, Spanish","Call the phone number on our sign, attend garden meetings, sign up on website",10,"No","No","The Infant Jesus Garden was founded by the Missionaries of Charity, who operate the convent next door to the site. This beautifully manicured, 2,000-square-foot garden is a peaceful oasis for the surrounding neighborhood, which is situated in an area where residents suffer from asthma rates more than double the citywide average. This vital green space features a meandering grass path bordered by stones and shade trees. Garden plantings focus primarily on ornamental flowers and shrubs, which are tended by a garden group organized by the Missionaries of Charity.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYRP","No","0-25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shade Trees","Ornamental Plantings and Flowers","Botanical Garden","Shrubs",,,,"Maybe/Uncertain","Maybe/Uncertain","Maybe/Uncertain",,,,,,,,,"Seating Area",,,,,"Pathways",,,,,"Sculpture(s)",,,,"Chain Link",,,,,,,,,,,,,,,,,"Religious Activities",,,,,"Yes",,"Members and non-members","Reservation only","Reservation & rental fee","Informal",,"No",,,,,,"Nothing yet, but we would like to",,"No",,,,"Nothing yet, but we would like to",,,"Yes",
TRUE,891,"Offer for Preservation","Isla Verde Garden","625 Wales Avenue","625 Wales Avenue","Bronx",40.814925,-73.906821,10455,"ROOFTOP",2,0,17,,,,"M-F 9:00am-12:00pm",,,"Spanish","speak to contact person, get on waiting list",5,"yes","no","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,1340,"This Garden not included in Settlement","Itliba Herbal Garden","560 Glenmore","560 Glenmore","Brooklyn",40.674102,-73.889692,11207,"RANGE_INTERPOLATED",3,5,37,,,,,,,,,0,,,"No description available",,,"Private",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,717,"Offer for Preservation","Jackie Robinson Community Garden","1761 Park Avenue","1761 Park Avenue","Manhattan",40.803074,-73.940010,10035,"ROOFTOP",1,11,8,"East Harlem","Lexington Ave and Park Ave",1993,,"700 sq ft",,"English","Call the phone number on our sign, attend garden meetings, ",15,"Yes","Yes","We started March 9, 1993. Our proposal was to improve the quality of life for the residents of the community. Our group started cleaning up vacant lots and establishing the gardens by building beds, building boxes, and planting seeds. Today, we are free from the drug dealing and prostitution going on here. We have a beautiful community garden where school children come to do their homework and learn about gardening. The garden brings the neighborhood together to sponsor community activities such as a block party and festivals, and programs such as health and nutrition programs and athletic games.","GrowNYC Community Garden Survey 2009/2010","Abandoned Building, Vacant Lot ","HPD","Yes","76-100%","Used by growers","Donated","Sold",,,"Tomato","Onion","Radish","Summer Squash","Winter Squash","Cucumber","Broccoli","Bitter Melon","Beet",,"Cantaloupe","Sweet Peppers",,,,,"Pumpkin","Carrot","Garlic",,"Potato",,"Asparagus","Cabbage","Brussell Sprouts","Cauliflower",,"Beans","Eggplant","Peas","Scallion",,"Grape",,,,,"Strawberry","Blueberry",,"Watermelon",,"Corn",,,,,"Chard","Collard",,"Kale",,"Lettuce",,,,,1,,1,1,,,,,,,,"Basil","Chamomile","Chive","Comfrey","Cilantro","Dill",,,"Fennel",,"Lavender","Lemongrass","Lleva buena","Marjoram","Mint","Oregano","Parsley","Sage","Thyme",,"Shade Trees","Ornamental Plantings and Flowers",,"Shrubs","Native Plant Garden",,,"Yes",,,,,,"Public",,"Toolshed",,,"Seating Area",,,"Raised Beds","Rainwater Catchment System","Pathways","Grill",,,,,,,,"Chain Link",,,"Water Pump",,,,"We need an iron fence","Workshops","Arts & Crafts",,"Picnics",,"Educational Events","Barbecues",,,"Religious Activities","Private Events",,,,"Yes",,,,,"Informal",,"No",,,,,,,,"No",,,,,,,"Yes",
TRUE,678,"Offer for Preservation","Jackson Forest/Morrisania Concerned Citizens","722 & 736 Home Street","722 & 736 Home Street","Bronx",40.828088,-73.902338,10456,"ROOFTOP",2,3,16,"Morrisania",,,"W,F 3:00-6:00pm, Sat 11:00am-2:00pm",,,,"get on waiting list and speak to contact person",0,"yes","no","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,1022,"Offer for Preservation","Jacquline Denise Davis Garden","1022-1024 Boston Road, north of  E. 165th St.","1022-1024 Boston Road","Bronx",40.825855,-73.906601,,"Fixed by Eric (9/8)",2,3,16,"Morrisania","165th and Cauldwell",,"T,Th 5:00-7:00pm, Sun 4:00-6:00pm",,,,"speak to contact person and work a certain amount of hours",0,"no","no","The garden is bordered by a wide variety of trees, shrubs, bushes, and  beautiful flowers.  Step through the trellis and you see  25 colorfully  decorated flower beds.  In the midst of them is a wishing well that contains a mini herb  garden. A few feet away is the vegetable garden, intertwined with grape  vines.  There�s also an open deck and a stage/ gazebo.  The garden hosts parties, workshops, and  celebrations of all kinds. One of the Housing Open Space Initiative (HOSI) sites which opened in 1999 with support from the Council on the Environment's Plant-A-Lot project and the Trust for Public Land.","GrowNYC Community Garden Survey 2009/2010",,"TPL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,190,"This Garden not included in Settlement","Jane Bailey Memorial Garden","327-329 Greene Avenue","327-329 Greene Avenue","Brooklyn",40.687610,-73.958158,11238,"RANGE_INTERPOLATED",3,3,36,"Bed-Stuy",,1988,,"4326 sq. ft.","http://www.nyrp.org/communitygarden","Spanish","Call the phone number on our sign, attend garden meetings, sign up on website","unknown","No","No","Established in 1988, this beloved 4,326-square-foot neighborhood garden has provided shade, green space and enjoyment for an active group of senior gardeners for more than 20 years. Named after the garden's founder, the site contains raised planting beds, where vegetables are grown and harvested by local residents, including an impressive supply of late-season collard greens, peppers, eggplant and tomatoes. The front of the space features a selection of plants, such as butterfly bushes, verbena, Echinacea and St. John's Wort, designed to attract butterflies and other pollinators to the space. In the back of the site, rain barrels collect water for garden maintenance and a large picnic table is used for informal gatherings.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYRP","Yes","51-75%","Used by growers","Donated",,,,"Tomato","Onion","Radish","Summer Squash",,"Cucumber","Broccoli",,,,,"Sweet Peppers",,,,,"Pumpkin",,"Garlic",,,,,"Cabbage",,,,"Beans","Eggplant","Peas",,,,,,,,,,,,,,,,,,"Chard","Collard",,"Kale",,"Lettuce",,,,,,,,,,,,,,,,"Basil",,"Chive",,"Cilantro","Dill","Echinacea",,,,,,,,"Mint",,"Parsley","Sage",,,"Shade Trees","Ornamental Plantings and Flowers",,,,,,"Yes","No","Yes",,,"Garden members & neighborhood residents",,,"Toolshed",,,"Seating Area","Gazebo/Casita",,"Raised Beds","Rainwater Catchment System","Pathways","Grill",,,"Table(s)",,,,,"Iron",,,,,,,,"Workshops","Arts & Crafts","Movies","Picnics","Performance","Educational Events","Barbecues",,,,,,,,"Yes",,"Members and non-members","Reservation only","Reservation & rental fee","Informal",,"Yes",,,,,,,,"Yes",,,,,,,"Yes",
TRUE,5001,,"Jane Street Garden","36 Jane Street","36 Jane Street","Manhattan",40.738008,-74.004536,10014,"ROOFTOP",1,2,3,"Meat Packing District",,,"none, keyed entry",,,,"Speak for Contact",25,"no","no","A small shaped space on 8th Ave. with keyed entry for community residents.",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,929,"Offer for Preservation","Jardin de la Familia","171st Street","171st Street","Bronx",40.837643,-73.903336,10032,"Fixed by Eric (9/8)",2,3,16,,"Park Ave and Washington Ave",1994,"MTWRF 9am-12pm","15,000 sq. ft. (150 x 100)",,"Spanish","Call the phone number on our sign ",10,"No","No","This is the most productive garden in the Bronx","GrowNYC Community Garden Survey 2009/2010","Abandoned Building  ","NYC Dept. of Parks & Recreation","Yes","51-75%",,"Donated",,,,"Tomato",,,"Summer Squash",,"Cucumber","Broccoli",,,,,"Sweet Peppers","Jalapeño",,,,"Pumpkin","Carrot",,,,,,"Cabbage",,"Cauliflower",,"Beans","Eggplant",,,,,,,,,,"Blueberry",,,"Raspberry","Corn",,,,,,"Collard",,,,"Lettuce",,,,,1,,1,,,,,,,,,,"Chamomile",,,"Cilantro",,,,,,,,,,"Mint","Oregano","Parsley",,,,"Shade Trees",,"Botanical Garden","Shrubs",,"Water Garden",,"Maybe/Uncertain","Maybe/Uncertain","Maybe/Uncertain",,,,,,"Toolshed","Greenhouse or Hoop House","Chicken Coop","Seating Area","Gazebo/Casita","Educational Signs",,"Rainwater Catchment System","Pathways","Grill",,,"Table(s)",,,,,,,"Pond",,,,,,,,,,,"Educational Events",,,,,,,,,"No",,,,,,,"Yes","PS 45",,,"Regular visits by classes",,,,"No",,,,,,,"Yes",
FALSE,980,"Offer for Preservation","Jardin de las Rosas","15 Buchanan Place","15 Buchanan Place","Bronx",40.858119,-73.904809,10453,"ROOFTOP",2,5,14,,,1999,"F 3pm-6pm, S 9am-4pm",,,"English","Call the phone number on our sign ",12,"No","No","Plenty of gardening space with fruit and vegetable plantations","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYC Dept. of Parks & Recreation","Yes","26-50%",,"Donated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Water Garden",,"Yes",,,,,"Garden members & neighborhood residents",,,"Toolshed",,,"Seating Area","Gazebo/Casita",,,,"Pathways",,,,,,,,,"Chain Link",,,,,,,,,,,,,,,,,,"Private Events",,,,"No",,,,,,,"No",,,,,,,,"No",,,,,,,"No",
TRUE,5026,,"Jardin la Roca/Rock Garden","160 Elton Ave.","160 Elton Ave","Bronx",40.821804,-73.913216,,"Fixed by Eric (9/8)",2,3,17,"Melrose",,,,,,,,0,,,,,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,619,"Subject to Development","Jerome Garden","447 Jerome Street","447 Jerome Street","Brooklyn",40.670591,-73.885806,11207,"ROOFTOP",3,5,42,,,,"M-Sun 9:00am-3:00pm",,,,"attend a meeting",16,"No","No","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,685,"Offer for Preservation","Jerry and the Senior Gents of E.N.Y.","349 Schenck Avenue","349 Schenck Avenue","Brooklyn",40.672335,-73.888042,11207,"ROOFTOP",3,5,37,"East New York","Belmont, Pitkin",2007,"WF 10am-1pm, S 2pm-6pm","25 ft x 100 ft",,"English, Spanish","Call the phone number on our sign ",20,"No","No",,"GrowNYC Community Garden Survey 2009/2010","  ","NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
